start_time_s,end_time_s,pitch_midi,velocity,pitch_bend
26.69641859410431,26.99827800453515,66,103,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
26.487439002267575,26.69641859410431,66,72,2,2,0,0,0,0,1,1,1,1,4,4,5,4,4,3,3,3
25.77794648526077,26.150749659863944,62,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
25.5805768707483,25.77794648526077,62,96,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1
25.359987301587303,25.53413696145125,64,96,2,2,2,2,0,0,0,0,1,1,1,1,0,-1,-1
25.185837641723356,25.359987301587303,64,104,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2
24.953638095238095,25.185837641723356,64,93,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2
24.77948843537415,24.953638095238095,62,81,3,1,1,1,1,1,1,0,0,0,0,0,2,2,2
24.535678911564627,24.698218594104308,64,88,-2,1,1,1,2,2,2,2,2,2,2,2,2,2
24.315089342403628,24.524068934240365,62,90,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1
24.117719727891156,24.268649433106578,64,95,2,2,1,1,1,1,1,2,2,2,2,2,2
23.94357006802721,24.117719727891156,64,76,-2,1,1,2,2,2,2,2,2,2,2,2,2,2,2
23.73330657596372,23.94357006802721,62,77,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2
23.280517460317462,23.46627709750567,66,87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23.141197732426306,23.280517460317462,66,67,2,2,2,1,1,1,1,2,2,2,1,1
22.13112970521542,22.39815918367347,62,71,2,2,2,2,2,1,-1,-1,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0
21.945370068027213,22.08468979591837,64,84,3,1,1,1,1,1,1,1,0,0,0,0
21.66544671201814,21.804766439909297,64,87,0,0,0,1,1,1,1,2,2,2,2,-1
21.3635873015873,21.66544671201814,62,75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3
21.00367800453515,21.154607709750568,66,77,1,2,2,2,2,2,2,2,1,0,0,0,0
20.81791836734694,20.957238095238097,64,85,-2,1,1,1,1,1,1,1,1,2,2,2
20.539278911564626,20.78308843537415,62,58,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,-1,-1
20.365129251700683,20.539278911564626,62,100,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
19.655636734693875,19.864616326530612,66,87,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3
19.458267120181404,19.63241678004535,64,82,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19.260897505668932,19.458267120181404,64,61,0,0,0,0,0,0,1,2,2,0,0,1,1,1,1,1,1
19.02869795918367,19.260897505668932,64,66,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,4,5,0
18.8313283446712,19.02869795918367,64,48,5,2,0,0,0,0,0,0,0,-3,-3,0,0,0,0,1,1
18.59912879818594,18.796498412698412,64,82,1,1,0,0,0,0,0,0,0,0,1,1,2,2,2,2,3
17.99540997732426,18.274049433106576,62,78,2,0,0,0,0,0,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,2,2
17.78514648526077,17.91414013605442,64,84,3,3,3,1,1,1,1,1,2,2,-1,2
17.610996825396825,17.75031655328798,66,78,-1,-1,1,2,2,2,2,2,2,2,2,2
17.460067120181407,17.599386848072562,64,84,-2,-1,1,1,1,1,2,2,2,2,2,3
16.70541859410431,17.076937868480726,66,82,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0
16.554488888888887,16.71702857142857,69,91,2,2,2,2,1,1,1,1,1,1,1,1,0,-3
16.310679365079363,16.531268934240362,66,90,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
16.090089795918367,16.2990693877551,64,83,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15.927550113378683,16.090089795918367,64,42,3,3,3,3,3,1,1,1,2,2,2,1,1,1
15.67084671201814,15.844996371882086,64,91,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15.508307029478457,15.67084671201814,64,89,2,1,1,1,0,0,0,0,0,0,0,0,0,0
14.962638095238095,15.183227664399093,64,93,-2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-2
14.451799092970521,14.63755873015873,63,40,4,3,3,3,3,3,3,3,3,3,2,2,1,0,-1,-3
13.975790022675737,14.207989569160997,64,96,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,2
13.208247619047619,13.347567346938776,64,96,2,1,1,1,1,1,1,1,1,-1,-1,-5
12.883168253968254,13.208247619047619,64,111,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,0,0,0,0,0,0,1,2,2,2,2,2
12.650968707482994,12.883168253968254,64,107,-2,-2,0,1,1,1,1,1,1,1,0,0,0,0,1,1,2,2,2,2
12.302669387755103,12.5232589569161,57,92,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
11.86020634920635,12.02402993197279,64,86,-2,1,1,1,1,1,1,1,1,1,1,0,-2,1,1
11.419027210884355,11.616396825396826,64,93,2,2,2,2,1,1,1,1,1,1,1,1,2,2,1,1,2
11.244877551020409,11.395807256235829,66,79,-1,0,2,2,2,2,2,2,1,0,0,0,-3
11.001068027210886,11.244877551020409,64,88,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
10.815308390022677,10.966238095238095,66,87,-2,1,1,2,2,2,1,1,1,1,1,1,1
10.757258503401362,11.001068027210886,64,44,1,1,1,1,2,3,4,7,8,8,7,7,7,7,6,1,1,1,1,1,1
10.55988888888889,10.757258503401362,64,101,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10.083879818594106,10.223199546485262,65,78,4,4,1,1,1,1,1,0,0,0,0,0
9.82717641723356,10.083879818594106,66,109,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2
9.490487074829932,9.82717641723356,66,78,-1,2,2,2,2,1,2,0,-1,0,0,0,0,0,1,1,1,1,1,1,1,2,4,4,4,4,4,3,3
9.316337414965986,9.455657142857142,69,82,-2,0,1,2,2,2,2,2,0,0,0,0
9.049307936507937,9.235067573696144,66,83,-1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
8.886768253968254,9.049307936507937,64,85,0,0,1,1,1,1,1,1,1,1,1,2,2,2
8.457199092970521,8.631348752834466,64,69,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1
8.306269387755101,8.480419047619048,66,94,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,-5
8.132119727891157,8.457199092970521,64,63,-2,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,7,7,7,7,7,7,7,7,7,7,7,3
7.887026303854875,8.132119727891157,62,68,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,2,3
7.724486621315193,7.887026303854875,62,96,5,4,1,1,1,1,1,1,1,1,1,1,0,0
7.457457142857143,7.631606802721088,66,62,-1,0,1,2,2,2,2,2,2,2,-1,-1,2,1,0
6.447389115646259,6.79568843537415,71,100,-2,-1,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,0,0,0,-2
6.099089795918368,6.342899319727891,66,76,2,2,2,2,2,2,2,2,2,0,-1,-1,0,0,0,1,1,2,2,2,1
5.888826303854875,6.075869841269841,64,89,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5.877216326530612,6.006209977324263,76,42,1,1,1,1,1,1,1,1,1,1,1,1
5.645016780045351,5.784336507936508,66,69,-4,0,1,2,2,2,2,2,1,-1,-1,-4
5.56374693877551,5.888826303854875,64,63,1,1,1,1,1,1,2,2,1,6,8,8,8,8,8,5,5,4,2,2,2,2,2,2,1,0,-3,-3
5.261887528344671,5.424427210884353,62,84,0,0,0,0,1,1,1,1,1,2,2,2,2,2
4.971638095238095,5.1690077097505664,66,82,0,1,1,2,2,2,2,-1,-1,-1,-1,2,2,2,2,2,-5
4.785878458049886,4.936808163265306,64,75,-2,-1,0,1,2,2,2,2,2,2,2,2,2
4.2982594104308385,4.437579138321995,64,83,3,3,2,0,0,0,0,0,0,0,0,0
3.9602861678004535,4.089279818594104,64,69,-1,-1,1,1,2,2,2,2,2,2,2,2
2.996658049886621,3.4262272108843534,69,98,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,-1,-2
2.7412385487528343,2.903778231292517,66,84,1,1,1,1,1,1,1,1,1,1,1,0,0,1
2.5438689342403626,2.7064086167800454,64,86,1,0,0,0,1,1,1,1,1,1,1,1,1,1
2.358109297052154,2.5438689342403626,64,101,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2.125909750566893,2.358109297052154,64,85,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1
1.7066666666666668,1.8575963718820863,64,84,2,2,1,1,1,1,1,1,1,1,1,1,1
1.5209070294784581,1.7182766439909296,66,94,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,0,-1
1.3699773242630386,1.5325170068027212,64,88,-1,0,1,1,1,1,1,1,2,2,2,2,2,2
1.0100680272108844,1.3699773242630386,62,83,6,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,2,3
0.8010884353741496,1.0332879818594105,64,50,-1,-1,0,0,0,0,4,4,4,3,0,0,0,0,0,0,0,0,0,-1
0.6849886621315193,0.8591383219954648,66,91,-1,1,1,1,1,1,1,1,1,2,2,1,0,0,0
0.44117913832199546,0.6385487528344671,64,95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
5.122567800453514,5.261887528344671,64,86,8,2,1,1,1,1,1,1,1,1,0,0
17.030497959183673,17.16981768707483,64,83,7,6,1,1,1,1,1,1,1,1,1,0
21.816376417233563,21.945370068027213,66,83,1,2,2,2,2,2,2,1,1,1,0,0
26.20879954648526,26.34811927437642,69,82,-2,-2,-2,-1,0,0,1,1,2,2,2,2
13.28951746031746,13.428837188208616,62,81,7,2,2,2,1,1,1,1,1,1,-1,-1
18.37853922902494,18.517858956916097,66,79,1,1,1,1,1,1,1,1,1,1,1,1
3.6468167800453513,3.786136507936508,66,76,0,3,3,0,1,1,1,1,1,1,1,1
10.350909297052155,10.501839002267575,66,57,2,1,1,1,1,1,1,1,1,1,1,1,1
